Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
759,Lopunny,MEG,108,Stage 1 Pokémon,n/a,n/a,Buneary,110,{C},{F},n/a,1,Dashing Kick,●,n/a,This attack does 50 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
759,Lopunny,MEG,108,Stage 1 Pokémon,n/a,n/a,Buneary,110,{C},{F},n/a,1,Spiral Kick,●●,60,n/a
760,Stufful,MEG,111,Basic Pokémon,n/a,n/a,n/a,70,{C},{F},n/a,2,Light Punch,●,10,n/a
760,Stufful,MEG,111,Basic Pokémon,n/a,n/a,n/a,70,{C},{F},n/a,2,Flop,●●,20,n/a
761,Bewear,MEG,112,Stage 1 Pokémon,n/a,n/a,Stufful,130,{C},{F},n/a,3,Knuckle Punch,●●,50,n/a
761,Bewear,MEG,112,Stage 1 Pokémon,n/a,n/a,Stufful,130,{C},{F},n/a,3,Hyper Lariat,●●●,100,"Flip 2 coins. If both of them are heads, this attack does 100 more damage."
762,Snubbull,PFL,37,Basic Pokémon,n/a,n/a,n/a,70,{P},{M},n/a,1,Tackle,{P}●,20,n/a
763,Granbull,PFL,38,Stage 1 Pokémon,n/a,n/a,Snubbull,130,{P},{M},n/a,2,Bite,{P}●,50,n/a
763,Granbull,PFL,38,Stage 1 Pokémon,n/a,n/a,Snubbull,130,{P},{M},n/a,2,Finishing Blow,{P}{P}●,90,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 90 more damage."
764,Cresselia,PFL,39,Basic Pokémon,n/a,n/a,n/a,120,{P},{D},{F},1,Swelling Light,{P},n/a,"Search your deck for up to 2 Basic {P} Energy cards and attach them to this Pokémon. Then, shuffle your deck."
764,Cresselia,PFL,39,Basic Pokémon,n/a,n/a,n/a,120,{P},{D},{F},1,Aurora Beam,{P}{P}●,90,n/a
765,Meloetta,PFL,40,Basic Pokémon,n/a,n/a,n/a,90,{P},{D},{F},1,Soothing Melody,{P},n/a,Heal 120 damage from 1 of your Benched {P} Pokémon.
765,Meloetta,PFL,40,Basic Pokémon,n/a,n/a,n/a,90,{P},{D},{F},1,Magical Shot,{P}●,50,n/a
766,Mega Diancie ex,PFL,41,Basic Pokémon,Mega Pokémon ex,n/a,n/a,270,{P},{M},n/a,1,[Ability] Diamond Coat,n/a,n/a,This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).
766,Mega Diancie ex,PFL,41,Basic Pokémon,Mega Pokémon ex,n/a,n/a,270,{P},{M},n/a,1,Garland Ray,{P}{P},120×,"Discard up to 2 Energy cards from this Pokémon, and this attack does 120 damage for each card you discarded in this way."
767,Mimikyu,PFL,42,Basic Pokémon,n/a,n/a,n/a,70,{P},{M},n/a,1,Call for Family,●,n/a,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
767,Mimikyu,PFL,42,Basic Pokémon,n/a,n/a,n/a,70,{P},{M},n/a,1,Scratch,{P},20,n/a
768,Milcery,PFL,43,Basic Pokémon,n/a,n/a,n/a,50,{P},{M},n/a,1,Draining Kiss,{P},10,Heal 10 damage from this Pokémon.
769,Alcremie,PFL,44,Stage 1 Pokémon,n/a,n/a,Milcery,90,{P},{M},n/a,1,Sweet Circle,{P},20×,This attack does 20 damage for each of your Pokémon in play.
770,Gastly,PFL,54,Basic Pokémon,n/a,n/a,n/a,70,{D},{F},n/a,1,Petty Grudge,{D},10,n/a
771,Haunter,PFL,55,Stage 1 Pokémon,n/a,n/a,Gastly,100,{D},{F},n/a,1,Spooky Shot,{D},40,n/a
772,Mega Gengar ex,PFL,56,Stage 2 Pokémon,Mega Pokémon ex,n/a,Haunter,350,{D},{F},n/a,2,[Ability] Shadowy Concealment,n/a,n/a,"If 1 of your {D} Pokémon is Knocked Out by damage from an attack from your opponent’s Pokémon {ex}, that player takes 1 fewer Prize card. The effect of Shadowy Concealment doesn’t stack."
772,Mega Gengar ex,PFL,56,Stage 2 Pokémon,Mega Pokémon ex,n/a,Haunter,350,{D},{F},n/a,2,Void Gale,{D}{D},230,Move an Energy from this Pokémon to 1 of your Benched Pokémon.
773,Murkrow,PFL,57,Basic Pokémon,n/a,n/a,n/a,60,{D},{L},{F},1,Ambush,{D},10,"Flip a coin. If heads, this attack does 20 more damage."
774,Honchkrow,PFL,58,Stage 1 Pokémon,n/a,n/a,Murkrow,130,{D},{L},{F},1,Wind of Darkness,{D},30,n/a
774,Honchkrow,PFL,58,Stage 1 Pokémon,n/a,n/a,Murkrow,130,{D},{L},{F},1,Sniping Feathers,{D}{D}●,n/a,"Discard 2 Energy from this Pokémon, and this attack does 120 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
775,Sableye,PFL,59,Basic Pokémon,n/a,n/a,n/a,80,{D},{G},n/a,1,Cocky Claw,{D},20,"If you have any Stage 2 {D} Pokémon on your Bench, this attack does 70 more damage."
776,Absol,PFL,63,Basic Pokémon,n/a,n/a,n/a,110,{D},{G},n/a,1,Allure,●,n/a,Draw 2 cards.
776,Absol,PFL,63,Basic Pokémon,n/a,n/a,n/a,110,{D},{G},n/a,1,Dark Cutter,{D}●,60,n/a
777,Eternatus,PFL,69,Basic Pokémon,n/a,n/a,n/a,150,{D},{F},n/a,2,Shatter,{D}{D},50,Discard a Stadium in play.
777,Eternatus,PFL,69,Basic Pokémon,n/a,n/a,n/a,150,{D},{F},n/a,2,Power Rush,{D}{D}{D},130,"Flip a coin. If tails, during your next turn, this Pokémon can’t use attacks."
778,Oddish,PFL,1,Basic Pokémon,n/a,n/a,n/a,50,{G},{R},n/a,1,Seed Bomb,{G},20,n/a
779,Gloom,PFL,2,Stage 1 Pokémon,n/a,n/a,Oddish,70,{G},{R},n/a,1,Disperse Drool,{G},20,This attack also does 20 damage to each Benched Pokémon (both yours and your opponent’s). (Don’t apply Weakness and Resistance for Benched Pokémon.)
780,Vileplume,PFL,3,Stage 2 Pokémon,n/a,n/a,Gloom,150,{G},{R},n/a,2,Pollen Bomb,{G},30,Your opponent’s Active Pokémon is now Asleep and Poisoned.
780,Vileplume,PFL,3,Stage 2 Pokémon,n/a,n/a,Gloom,150,{G},{R},n/a,2,Lively Flower,{G},60,"If this Pokémon was healed during this turn, this attack does 120 more damage."
781,Mega Heracross ex,PFL,4,Basic Pokémon,Mega Pokémon ex,n/a,n/a,280,{G},{R},n/a,2,Juggernaut Horn,{G}{G},100,"If this Pokémon was damaged by an attack during your opponent’s last turn, this attack does that much more damage."
781,Mega Heracross ex,PFL,4,Basic Pokémon,Mega Pokémon ex,n/a,n/a,280,{G},{R},n/a,2,Mountain Ramming,{G}{G}{G},170,Discard the top 2 cards of your opponent’s deck.
782,Lotad,PFL,5,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Headbutt,{G}●,30,n/a
783,Lombre,PFL,6,Stage 1 Pokémon,n/a,n/a,Lotad,90,{G},{R},n/a,1,Mega Drain,{G}●,30,Heal 30 damage from this Pokémon.
784,Ludicolo,PFL,7,Stage 2 Pokémon,n/a,n/a,Lombre,160,{G},{R},n/a,2,[Ability] Excited Heal,n/a,n/a,"Once during your turn, if you have any {G} Mega Evolution Pokémon {ex} in play, you may use this Ability. Heal 60 damage from 1 of your Pokémon."
784,Ludicolo,PFL,7,Stage 2 Pokémon,n/a,n/a,Lombre,160,{G},{R},n/a,2,Lunge Out,{G}●,120,n/a
785,Genesect,PFL,8,Basic Pokémon,n/a,n/a,n/a,120,{G},{R},n/a,2,Bug’s Cannon,{G},n/a,This attack does 20 damage to 1 of your opponent’s Pokémon for each {G} Energy attached to this Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
785,Genesect,PFL,8,Basic Pokémon,n/a,n/a,n/a,120,{G},{R},n/a,2,Speed Attack,{G}{G}●,110,n/a
786,Nymble,PFL,9,Basic Pokémon,n/a,n/a,n/a,50,{G},{R},n/a,1,Flail Around,{G},10×,Flip 3 coins. This attack does 10 damage for each heads.
787,Lokix,PFL,10,Stage 1 Pokémon,n/a,n/a,Nymble,120,{G},{R},n/a,1,Low Kick,{G},30,n/a
787,Lokix,PFL,10,Stage 1 Pokémon,n/a,n/a,Nymble,120,{G},{R},n/a,1,Jumping Shot,●●●,150,Shuffle this Pokémon and all attached cards into your deck.
788,Charmander,PFL,11,Basic Pokémon,n/a,n/a,n/a,80,{R},{W},n/a,2,[Ability] Agile,n/a,n/a,"If this Pokémon has no Energy attached, it has no Retreat Cost."
788,Charmander,PFL,11,Basic Pokémon,n/a,n/a,n/a,80,{R},{W},n/a,2,Live Coal,{R},20,n/a
789,Charmeleon,PFL,12,Stage 1 Pokémon,n/a,n/a,Charmander,110,{R},{W},n/a,2,Steady Firebreathing,{R},40,n/a
790,Mega Charizard X ex,PFL,13,Stage 2 Pokémon,Mega Pokémon ex,n/a,Charmeleon,360,{R},{W},n/a,2,Inferno X,{R}{R},90×,"Discard any amount of {R} Energy from among your Pokémon, and this attack does 90 damage for each card you discarded in this way."
791,Moltres,PFL,14,Basic Pokémon,n/a,n/a,n/a,120,{R},{W},n/a,1,Fighting Wings,{R},20,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 90 more damage."
792,Darumaka,PFL,15,Basic Pokémon,n/a,n/a,n/a,80,{R},{W},n/a,2,Blaze Ball,●●●,10,This attack does 20 more damage for each {R} Energy attached to this Pokémon.
793,Darmanitan,PFL,16,Stage 1 Pokémon,n/a,n/a,Darumaka,150,{R},{W},n/a,3,Blaze Ball,●●●●,40,This attack does 40 more damage for each {R} Energy attached to this Pokémon.
794,Reshiram,PFL,17,Basic Pokémon,n/a,n/a,n/a,130,{R},{W},n/a,2,Combustion,{R},30,n/a
794,Reshiram,PFL,17,Basic Pokémon,n/a,n/a,n/a,130,{R},{W},n/a,2,Burning Flare,{R}{R}{R}{R},240,This Pokémon also does 60 damage to itself.
795,Oricorio ex,PFL,18,Basic Pokémon,Pokémon ex,n/a,n/a,190,{R},{W},n/a,1,[Ability] Excited Turbo,n/a,n/a,"As often as you like during your turn, if you have any {R} Mega Evolution Pokémon {ex} in play, you may use this Ability. Attach a Basic {R} Energy card from your hand to 1 of your Benched {R} Pokémon."
795,Oricorio ex,PFL,18,Basic Pokémon,Pokémon ex,n/a,n/a,190,{R},{W},n/a,1,Fire Wing,{R}{R}●,110,n/a
796,Charcadet,PFL,19,Basic Pokémon,n/a,n/a,n/a,70,{R},{W},n/a,2,Gather Strength,{R},n/a,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
796,Charcadet,PFL,19,Basic Pokémon,n/a,n/a,n/a,70,{R},{W},n/a,2,Chop,{R},10,n/a
797,Ceruledge,PFL,20,Stage 1 Pokémon,n/a,n/a,Charcadet,140,{R},{W},n/a,2,Infernal Slash,{R},220,"Discard 4 Basic {R} Energy cards from your hand. If you can’t discard 4 cards in this way, this attack does nothing."
798,Seel,PFL,21,Basic Pokémon,n/a,n/a,n/a,80,{W},{L},n/a,2,Bubble Drain,{W}●,20,Heal 20 damage from this Pokémon.
799,Dewgong,PFL,22,Stage 1 Pokémon,n/a,n/a,Seel,130,{W},{L},n/a,2,[Ability] Thick Fat,n/a,n/a,This Pokémon takes 30 less damage from attacks from your opponent’s {R} or {W} Pokémon (after applying Weakness and Resistance).
799,Dewgong,PFL,22,Stage 1 Pokémon,n/a,n/a,Seel,130,{W},{L},n/a,2,Slam,{W}●,70×,Flip 2 coins. This attack does 70 damage for each heads.
800,Swinub,PFL,23,Basic Pokémon,n/a,n/a,n/a,70,{W},{M},n/a,2,Stampede,●,10,n/a
800,Swinub,PFL,23,Basic Pokémon,n/a,n/a,n/a,70,{W},{M},n/a,2,Icy Snow,{W}●,20,n/a
801,Piloswine,PFL,24,Stage 1 Pokémon,n/a,n/a,Swinub,100,{W},{M},n/a,3,Rising Lunge,●●,30,"Flip a coin. If heads, this attack does 30 more damage."
801,Piloswine,PFL,24,Stage 1 Pokémon,n/a,n/a,Swinub,100,{W},{M},n/a,3,Frost Smash,{W}●●,70,n/a
802,Mamoswine,PFL,25,Stage 2 Pokémon,n/a,n/a,Piloswine,180,{W},{M},n/a,4,Wreck,●●●,120,"If a Stadium is in play, this attack does 120 more damage. Then, discard that Stadium."
802,Mamoswine,PFL,25,Stage 2 Pokémon,n/a,n/a,Piloswine,180,{W},{M},n/a,4,Blizzard Edge,{W}●●●,200,Discard 2 Energy from this Pokémon.
803,Suicune,PFL,26,Basic Pokémon,n/a,n/a,n/a,130,{W},{L},n/a,2,Crystal Fall,{W}{W},30,"If you have at least 4 {W} Energy in play, this attack does 90 more damage."
804,Piplup,PFL,27,Basic Pokémon,n/a,n/a,n/a,70,{W},{L},n/a,1,Call for Support,●,n/a,"Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck."
804,Piplup,PFL,27,Basic Pokémon,n/a,n/a,n/a,70,{W},{L},n/a,1,Tackle,●●,20,n/a
805,Prinplup,PFL,28,Stage 1 Pokémon,n/a,n/a,Piplup,100,{W},{L},n/a,2,Peck,●,20,n/a
805,Prinplup,PFL,28,Stage 1 Pokémon,n/a,n/a,Piplup,100,{W},{L},n/a,2,Targeted Dive,●●●,n/a,This attack does 70 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
806,Rotom ex,PFL,29,Basic Pokémon,Pokémon ex,n/a,n/a,190,{L},{F},n/a,1,[Ability] Multi Adapter,n/a,n/a,"Each of your Pokémon that has ""Rotom"" in its name may have up to 2 Pokémon Tool cards attached. If this Ability goes away, discard Pokémon Tools from those Pokémon until only 1 remains on each."
806,Rotom ex,PFL,29,Basic Pokémon,Pokémon ex,n/a,n/a,190,{L},{F},n/a,1,Thunderbolt,{L}●,130,Discard all Energy from this Pokémon.
807,Yamper,PFL,30,Basic Pokémon,n/a,n/a,n/a,70,{L},{F},n/a,1,Play Rough,{L}●,20,"Flip a coin. If heads, this attack does 20 more damage."
808,Boltund,PFL,31,Stage 1 Pokémon,n/a,n/a,Yamper,130,{L},{F},n/a,1,Electric Run,{L}●,70,"Flip a coin. If heads, this attack does 70 more damage."
809,Pawmi,PFL,32,Basic Pokémon,n/a,n/a,n/a,60,{L},{F},n/a,1,Growl,{L},n/a,"During your opponent’s next turn, attacks used by the Defending Pokémon do 30 less damage (before applying Weakness and Resistance)."
809,Pawmi,PFL,32,Basic Pokémon,n/a,n/a,n/a,60,{L},{F},n/a,1,Tiny Charge,{L},10,n/a
810,Pawmo,PFL,33,Stage 1 Pokémon,n/a,n/a,Pawmi,90,{L},{F},n/a,1,Electric Punch,{L}{L},60,n/a
811,Pawmot,PFL,34,Stage 2 Pokémon,n/a,n/a,Pawmo,140,{L},{F},n/a,1,Voltaic Fist,{L}{L},130,You may have this Pokémon also do 60 damage to itself and make your opponent’s Active Pokémon Paralyzed.
812,Misdreavus,PFL,35,Basic Pokémon,n/a,n/a,n/a,70,{P},{D},{F},1,Petty Grudge,{P},20,n/a
813,Mismagius ex,PFL,36,Stage 1 Pokémon,Pokémon ex,n/a,Misdreavus,260,{P},{D},{F},1,[Ability] Swirling Prose,n/a,n/a,"As long as this Pokémon is in the Active Spot, whenever your opponent’s Active Pokémon moves to the Bench during their turn, their new Active Pokémon is now Confused."
813,Mismagius ex,PFL,36,Stage 1 Pokémon,Pokémon ex,n/a,Misdreavus,260,{P},{D},{F},1,Hexa-Magic,{P}{P},150,You may draw cards until you have 6 cards in your hand.
814,Cottonee,PROMO,18,Basic Pokémon,n/a,n/a,n/a,60,{P},{M},n/a,1,Collect,●,n/a,Draw a card.
815,Whimsicott,PROMO,19,Stage 1 Pokémon,n/a,n/a,Cottonee,90,{P},{M},n/a,1,Healing Fluff,●,n/a,Heal all damage from 1 of your Benched Pokémon.
815,Whimsicott,PROMO,19,Stage 1 Pokémon,n/a,n/a,Cottonee,90,{P},{M},n/a,1,U-turn,{P},50,Switch this Pokémon with 1 of your Benched Pokémon.
816,Zacian,PFL,45,Basic Pokémon,n/a,n/a,n/a,130,{P},{M},n/a,2,Limit Break,{P}●,50,"If your opponent has 3 or fewer Prize cards remaining, this attack does 90 more damage."
817,Bramblin,PFL,46,Basic Pokémon,n/a,n/a,n/a,50,{P},{D},{F},1,Sneaky Placement,{P},n/a,Place 1 damage counter on 1 of your opponent’s Pokémon.
818,Brambleghast,PFL,47,Stage 1 Pokémon,n/a,n/a,Bramblin,100,{P},{D},{F},2,[Ability] Prison Panic,n/a,n/a,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Make your opponent’s Active Pokémon Confused."
818,Brambleghast,PFL,47,Stage 1 Pokémon,n/a,n/a,Bramblin,100,{P},{D},{F},2,Psychic Sphere,{P}●●,80,n/a
819,Paldean Tauros,PFL,48,Basic Pokémon,n/a,n/a,n/a,130,{F},{P},n/a,2,Raging Charge,{F},40×,This attack does 40 damage for each of your Pokémon that has “Tauros” in its name that has any damage counters on it.
819,Paldean Tauros,PFL,48,Basic Pokémon,n/a,n/a,n/a,130,{F},{P},n/a,2,Double-Edge,{F}{F},70,This Pokémon also does 20 damage to itself.
820,Gligar,PFL,49,Basic Pokémon,n/a,n/a,n/a,70,{F},{G},n/a,1,Poison Jab,{F},10,Your opponent’s Active Pokémon is now Poisoned.
821,Gliscor,PFL,50,Stage 1 Pokémon,n/a,n/a,Gligar,120,{F},{G},n/a,1,Poison Ring,{F},50,"Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can’t retreat."
822,Trapinch,PFL,51,Basic Pokémon,n/a,n/a,n/a,70,{F},{G},n/a,1,Double Headbutt,{F},10×,Flip 2 coins. This attack does 10 damage for each heads.
823,Vibrava,PFL,52,Stage 1 Pokémon,n/a,n/a,Trapinch,90,{F},{G},n/a,1,Super Vibration,{F}{F},60,n/a
824,Flygon,PFL,53,Stage 2 Pokémon,n/a,n/a,Vibrava,150,{F},{G},n/a,1,[Ability] Sandy Flapping,n/a,n/a,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. You may also use this Ability if this Pokémon is in the Active Spot and is Knocked Out by damage from an attack from your opponent’s Pokémon. Discard the top 2 cards of your opponent’s deck."
824,Flygon,PFL,53,Stage 2 Pokémon,n/a,n/a,Vibrava,150,{F},{G},n/a,1,Cutting Wind,{F}{F},130,n/a
825,Sneasel,PROMO,20,Basic Pokémon,n/a,n/a,n/a,70,{D},{G},n/a,1,Dig Claws,{D},10,n/a
825,Sneasel,PROMO,20,Basic Pokémon,n/a,n/a,n/a,70,{D},{G},n/a,1,Scratch,{D}{D},30,n/a
826,Weavile,PROMO,21,Stage 1 Pokémon,n/a,n/a,Sneasel,90,{D},{G},n/a,1,Retaliatory Claw,{D}{D},20,"If this Pokémon’s remaining HP is 50 or less, this attack does 170 more damage."
826,Weavile,PROMO,21,Stage 1 Pokémon,n/a,n/a,Sneasel,90,{D},{G},n/a,1,Cut,{D}{D},60,n/a
827,Carvanha,PFL,60,Basic Pokémon,n/a,n/a,n/a,70,{D},{G},n/a,1,Reckless Charge,{D},30,This Pokémon also does 10 damage to itself.
828,Mega Sharpedo ex,PFL,61,Stage 1 Pokémon,Mega Pokémon ex,n/a,Carvanha,330,{D},{G},n/a,n/a,Greedy Fang,{D},70,Draw 2 cards.
828,Mega Sharpedo ex,PFL,61,Stage 1 Pokémon,Mega Pokémon ex,n/a,Carvanha,330,{D},{G},n/a,n/a,Hungry Jaws,{D}{D},120,"If this Pokémon has any damage counters on it, this attack does 150 more damage."
829,Seviper,PFL,62,Basic Pokémon,n/a,n/a,n/a,120,{D},{F},n/a,1,[Ability] Excited Power,n/a,n/a,"If you have any {D} Mega Evolution Pokémon {ex} in play, attacks used by this Pokémon do 120 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
829,Seviper,PFL,62,Basic Pokémon,n/a,n/a,n/a,120,{D},{F},n/a,1,Pitch-Black Fangs,{D}{D}{D},120,n/a
830,Sandile,PFL,64,Basic Pokémon,n/a,n/a,n/a,70,{D},{G},n/a,2,Ram,{D},10,n/a
830,Sandile,PFL,64,Basic Pokémon,n/a,n/a,n/a,70,{D},{G},n/a,2,Rear Kick,{D}●,20,n/a
831,Krokorok,PFL,65,Stage 1 Pokémon,n/a,n/a,Sandile,100,{D},{G},n/a,2,Bite,{D},30,n/a
831,Krokorok,PFL,65,Stage 1 Pokémon,n/a,n/a,Sandile,100,{D},{G},n/a,2,Confront,{D}●●,60,n/a
832,Krookodile,PFL,66,Stage 2 Pokémon,n/a,n/a,Krokorok,170,{D},{G},n/a,3,Vengeful Fang,{D},60,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 160 more damage."
832,Krookodile,PFL,66,Stage 2 Pokémon,n/a,n/a,Krokorok,170,{D},{G},n/a,3,Hammer In,{D}●●●,160,n/a
833,Toxel,PFL,67,Basic Pokémon,n/a,n/a,n/a,70,{D},{F},n/a,1,Call for Family,{D},n/a,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
833,Toxel,PFL,67,Basic Pokémon,n/a,n/a,n/a,70,{D},{F},n/a,1,Playful Kick,{D}●,20,n/a
834,Toxtricity,PFL,68,Stage 1 Pokémon,n/a,n/a,Toxel,140,{D},{F},n/a,2,[Ability] Sinister Surge,n/a,n/a,"Once during your turn, you may use this Ability. Search your deck for a Basic {D} Energy card and attach it to 1 of your Benched {D} Pokémon. Then, shuffle your deck. If you attached Energy to a Pokémon in this way, place 2 damage counters on that Pokémon."
834,Toxtricity,PFL,68,Stage 1 Pokémon,n/a,n/a,Toxel,140,{D},{F},n/a,2,Gentle Slap,{D}{D}●,100,n/a
835,Empoleon ex,PFL,70,Stage 2 Pokémon,Pokémon ex,n/a,Prinplup,320,{M},{R},{G},2,[Ability] Emperor’s Stance,n/a,n/a,Prevent all effects of attacks used by your opponent’s Pokémon done to this Pokémon. (Damage is not an effect.)
835,Empoleon ex,PFL,70,Stage 2 Pokémon,Pokémon ex,n/a,Prinplup,320,{M},{R},{G},2,Iron Feathers,{M}{M}●,210,"During your opponent’s next turn, this Pokémon takes 60 less damage from attacks (after applying Weakness and Resistance)."
836,Bronzor,PFL,71,Basic Pokémon,n/a,n/a,n/a,80,{M},{R},{G},2,Iron Defense,●,n/a,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage done to this Pokémon by attacks."
836,Bronzor,PFL,71,Basic Pokémon,n/a,n/a,n/a,80,{M},{R},{G},2,Rollout,●●●,30,n/a
837,Bronzong,PFL,72,Stage 1 Pokémon,n/a,n/a,Bronzor,140,{M},{R},{G},3,Triple Draw,●,n/a,Draw 3 cards.
837,Bronzong,PFL,72,Stage 1 Pokémon,n/a,n/a,Bronzor,140,{M},{R},{G},3,Tool Drop,●●●,40×,This attack does 40 damage for each Pokémon Tool attached to all Pokémon.
838,Togedemaru,PFL,73,Basic Pokémon,n/a,n/a,n/a,80,{M},{R},{G},1,Find a Friend,●,n/a,"Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
838,Togedemaru,PFL,73,Basic Pokémon,n/a,n/a,n/a,80,{M},{R},{G},1,Gnaw,{M},30,n/a
839,Duraludon,PFL,74,Basic Pokémon,n/a,n/a,n/a,130,{M},{R},{G},2,Hyper Beam,{M}{M}{M},70,Discard an Energy from your opponent’s Active Pokémon.
840,Archaludon,PFL,75,Stage 1 Pokémon,n/a,n/a,Duraludon,180,{M},{R},{G},2,Coated Attack,{M}{M}{M},120,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon."
841,Jigglypuff,PFL,76,Basic Pokémon,n/a,n/a,n/a,70,{C},{F},n/a,1,Ball Roll,●,20×,Flip a coin until you get tails. This attack does 20 damage for each heads.
842,Wigglytuff,PFL,77,Stage 1 Pokémon,n/a,n/a,Jigglypuff,120,{C},{F},n/a,2,Round,●●,40×,This attack does 40 damage for each of your Pokémon in play that has the Round attack.
842,Wigglytuff,PFL,77,Stage 1 Pokémon,n/a,n/a,Jigglypuff,120,{C},{F},n/a,2,Seismic Toss,●●●,100,n/a
843,Aipom,PFL,78,Basic Pokémon,n/a,n/a,n/a,70,{C},{F},n/a,1,Astonish,●●,20,"Choose a random card from your opponent’s hand, and your opponent reveals that card and shuffles it into their deck."
844,Ambipom,PFL,79,Stage 1 Pokémon,n/a,n/a,Aipom,110,{C},{F},n/a,1,Slap,●●,50,n/a
844,Ambipom,PFL,79,Stage 1 Pokémon,n/a,n/a,Aipom,110,{C},{F},n/a,1,Dual Tail,●●●,n/a,"Discard 2 Energy from this Pokémon, and this attack does 60 damage to each of 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
