カード ID,カード名,エキスパンションマーク,コレクション番号,ポケモンの進化の段階/エネルギー・トレーナーズの種類,ルール,カテゴリ,進化前,HP,タイプ,弱点,抵抗力,にげる,ワザ名,コスト,ダメージ,効果の説明
538,メグロコ,SV11B,060/086,ポケモン/たね,n/a,n/a,n/a,70,悪,草,n/a,2,シメる,悪,10,相手は相手自身の手札を1枚選び、トラッシュする。
539,ワルビル,SV11B,061/086,ポケモン/1進化,n/a,n/a,メグロコ,100,悪,草,n/a,2,シメる,悪●,40,相手は相手自身の手札を2枚選び、トラッシュする。
540,ワルビアル,SV11B,062/086,ポケモン/2進化,n/a,n/a,ワルビル,170,悪,草,n/a,3,シメる,悪●,60,相手は相手自身の手札を2枚選び、トラッシュする。
540,ワルビアル,SV11B,062/086,ポケモン/2進化,n/a,n/a,ワルビル,170,悪,草,n/a,3,カースドスラッグ,悪悪●,120,相手の手札が3枚以下なら、120ダメージ追加。
541,バルチャイ,SV11B,063/086,ポケモン/たね,n/a,n/a,n/a,70,悪,雷,闘,1,やんちゃげり,●,10,n/a
542,バルジーナ,SV11B,064/086,ポケモン/1進化,n/a,n/a,バルチャイ,110,悪,雷,闘,1,[特性]えものをねらう,n/a,n/a,自分の番に1回使える。相手の手札を見て、その中から、HPが「70」以下の【たね】ポケモンを1枚選び、相手のベンチに出す。
542,バルジーナ,SV11B,064/086,ポケモン/1進化,n/a,n/a,バルチャイ,110,悪,雷,闘,1,カッターウインド,●●●,90,n/a
543,シュバルゴ,MC,505/742,ポケモン/1進化,n/a,n/a,カブルモ,130,鋼,炎,草,3,ワイルドランス,鋼,90,このポケモンにも30ダメージ。
544,コマタナ,MC,510/742,ポケモン/たね,n/a,n/a,n/a,60,鋼,炎,草,1,おいつめる,鋼,10,次の相手の番、このワザを受けたポケモンは、にげられない。
545,キリキザン,MC,511/742,ポケモン/1進化,n/a,n/a,コマタナ,120,鋼,炎,草,2,きる,鋼,40,n/a
545,キリキザン,MC,511/742,ポケモン/1進化,n/a,n/a,コマタナ,120,鋼,炎,草,2,とどめをさす,鋼●,60,相手のバトルポケモンにダメカンがのっているなら、60ダメージ追加。
546,コバルオン,SV11B,068/086,ポケモン/たね,n/a,n/a,n/a,120,鋼,炎,草,2,ホーリーエッジ,鋼,20,相手のバトルポケモンについている特殊エネルギーを1個選び、トラッシュする。
546,コバルオン,SV11B,068/086,ポケモン/たね,n/a,n/a,n/a,120,鋼,炎,草,2,メタルアームズ,鋼鋼●,80,このポケモンに「ポケモンのどうぐ」がついているなら、40ダメージ追加。
547,ゲノセクトex,MC,512/742,ポケモン/たね,ex,n/a,n/a,220,鋼,炎,草,2,[特性]メタルシグナル,n/a,n/a,自分の番に1回使える。自分の山札から【鋼】タイプの進化ポケモンを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。
547,ゲノセクトex,MC,512/742,ポケモン/たね,ex,n/a,n/a,220,鋼,炎,草,2,プロテクトチャージ,鋼鋼●,150,次の相手の番、このポケモンが受けるワザのダメージは「-30」される。
548,キバゴ,SV11B,070/086,ポケモン/たね,n/a,n/a,n/a,70,竜,n/a,n/a,2,ちからをあつめる,●,n/a,自分の山札から基本エネルギーを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。
549,オノンド,SV11B,071/086,ポケモン/1進化,n/a,n/a,キバゴ,100,竜,n/a,n/a,2,かみつく,●,30,n/a
549,オノンド,SV11B,071/086,ポケモン/1進化,n/a,n/a,キバゴ,100,竜,n/a,n/a,2,そこぢから,闘鋼,90,次の自分の番、このポケモンはワザが使えない。
550,オノノクス,SV11B,072/086,ポケモン/2進化,n/a,n/a,オノンド,170,竜,n/a,n/a,3,ふりおろす,●●,80,相手のバトルポケモンが進化ポケモンなら、80ダメージ追加。
550,オノノクス,SV11B,072/086,ポケモン/2進化,n/a,n/a,オノンド,170,竜,n/a,n/a,3,アックスボンバー,闘鋼●,n/a,相手のバトルポケモンが【たね】ポケモンなら、そのポケモンを【きぜつ】させる。
551,マメパト,MC,598/742,ポケモン/たね,n/a,n/a,n/a,60,無,雷,闘,1,さぐる,●,n/a,相手の手札を見る。
551,マメパト,MC,598/742,ポケモン/たね,n/a,n/a,n/a,60,無,雷,闘,1,ふむ,●,10,n/a
552,ハトーボー,MC,599/742,ポケモン/1進化,n/a,n/a,マメパト,80,無,雷,闘,n/a,そらをとぶ,●,40,コインを1回投げウラなら、このワザは失敗。オモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。
553,ケンホロウ,MC,600/742,ポケモン/2進化,n/a,n/a,ハトーボー,150,無,雷,闘,n/a,くわえる,●,n/a,自分の山札を4枚引く。
553,ケンホロウ,MC,600/742,ポケモン/2進化,n/a,n/a,ハトーボー,150,無,雷,闘,n/a,こうそくフライト,●●,120,コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。
554,タブンネ,MC,601/742,ポケモン/たね,n/a,n/a,n/a,100,無,闘,n/a,1,おんがえし,●,30,のぞむなら、自分の手札が6枚になるように、山札を引く。
555,チラーミィ,MC,603/742,ポケモン/たね,n/a,n/a,n/a,60,無,闘,n/a,1,スイープビンタ,●,20×,コインを2回投げ、オモテの数×20ダメージ。
556,チラチーノ,MC,604/742,ポケモン/1進化,n/a,n/a,チラーミィ,100,無,闘,n/a,1,ともだちのわ,●,20,自分のベンチポケモンの数×20ダメージ追加。
557,クルミル,SV11W,001/086,ポケモン/たね,n/a,n/a,n/a,50,草,炎,n/a,1,むしくい,草,20,n/a
558,クルマユ,SV11W,002/086,ポケモン/1進化,n/a,n/a,クルミル,80,草,炎,n/a,2,[特性]はっぱヒール,n/a,n/a,自分の番に1回使える。自分のバトルポケモンのHPを「20」回復する。
558,クルマユ,SV11W,002/086,ポケモン/1進化,n/a,n/a,クルミル,80,草,炎,n/a,2,むしのさざめき,草●,40,n/a
559,ハハコモリ,SV11W,003/086,ポケモン/2進化,n/a,n/a,クルマユ,130,草,炎,n/a,1,いやしのおくるみ,●,n/a,自分の【たね】ポケモン全員のHPを、それぞれ「100」回復する。
559,ハハコモリ,SV11W,003/086,ポケモン/2進化,n/a,n/a,クルマユ,130,草,炎,n/a,1,シザークロス,草●,90,コインを1回投げオモテなら、40ダメージ追加。
560,モンメン,MC,043/742,ポケモン/たね,n/a,n/a,n/a,60,草,炎,n/a,1,すいとる,草,10,このポケモンのHPを「10」回復する。
561,エルフーンex,MC,044/742,ポケモン/1進化,ex,n/a,モンメン,230,草,炎,n/a,n/a,エナジーギフト,草,n/a,自分の山札から基本エネルギーを3枚まで選び、自分のポケモンに好きなようにつける。そして山札を切る。
561,エルフーンex,MC,044/742,ポケモン/1進化,ex,n/a,モンメン,230,草,炎,n/a,n/a,ワンダーコットン,草,50×,相手の手札を見て、その中にあるトレーナーズの枚数×50ダメージ。
562,シキジカ,SV11W,006/086,ポケモン/たね,n/a,n/a,n/a,70,草,炎,n/a,1,うしろげり,●●,30,n/a
563,メブキジカ,SV11W,007/086,ポケモン/1進化,n/a,n/a,シキジカ,130,草,炎,n/a,2,つきとばす,●●,50,相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］
563,メブキジカ,SV11W,007/086,ポケモン/1進化,n/a,n/a,シキジカ,130,草,炎,n/a,2,ソーラービーム,草●●,100,n/a
564,チョボマキ,SV11W,008/086,ポケモン/たね,n/a,n/a,n/a,60,草,炎,n/a,3,[特性]しげきしんか,n/a,n/a,自分の場に「カブルモ」がいるなら、このポケモンは、最初の自分の番や、出したばかりの番でも進化できる。
564,チョボマキ,SV11W,008/086,ポケモン/たね,n/a,n/a,n/a,60,草,炎,n/a,3,とびだしヘッド,●,10,n/a
565,アギルダー,SV11W,009/086,ポケモン/1進化,n/a,n/a,チョボマキ,100,草,炎,n/a,1,アシッドボム,草,50,コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。
566,ビリジオン,MC,054/742,ポケモン/たね,n/a,n/a,n/a,120,草,炎,n/a,1,ギガドレイン,草,30,相手のバトルポケモンに与えたダメージぶん、このポケモンのHPを回復する。
566,ビリジオン,MC,054/742,ポケモン/たね,n/a,n/a,n/a,120,草,炎,n/a,1,エメラルドブレード,草草●,130,次の自分の番、このポケモンはワザが使えない。
567,ポカブ,MC,108/742,ポケモン/たね,n/a,n/a,n/a,70,炎,水,n/a,1,たいあたり,炎,10,n/a
567,ポカブ,MC,108/742,ポケモン/たね,n/a,n/a,n/a,70,炎,水,n/a,1,ころがる,炎炎,30,n/a
568,チャオブー,MC,110/742,ポケモン/1進化,n/a,n/a,ポカブ,110,炎,水,n/a,3,かえん,炎,30,n/a
568,チャオブー,MC,110/742,ポケモン/1進化,n/a,n/a,ポカブ,110,炎,水,n/a,3,ヒートスタンプ,炎炎●,80,n/a
569,エンブオー,MC,112/742,ポケモン/2進化,n/a,n/a,チャオブー,180,炎,水,n/a,4,[特性]れっからんぶ,n/a,n/a,自分の番に何回でも使える。自分の手札から「基本【炎】エネルギー」を1枚選び、自分のポケモンにつける。
569,エンブオー,MC,112/742,ポケモン/2進化,n/a,n/a,チャオブー,180,炎,水,n/a,4,ヒートスタンプ,炎炎炎●,120,n/a
570,バオップ,SV11W,014/086,ポケモン/たね,n/a,n/a,n/a,70,炎,水,n/a,1,もってくる,●,n/a,自分の山札を1枚引く。
570,バオップ,SV11W,014/086,ポケモン/たね,n/a,n/a,n/a,70,炎,水,n/a,1,ひっかく,●●,30,n/a
571,バオッキー,SV11W,015/086,ポケモン/1進化,n/a,n/a,バオップ,100,炎,水,n/a,1,ひっぱたく,●●,70,n/a
572,クイタラン,MC,120/742,ポケモン/たね,n/a,n/a,n/a,120,炎,水,n/a,2,ベロベロキャッチ,炎,n/a,自分の山札から【炎】ポケモンと「基本【炎】エネルギー」を合計3枚まで選び、相手に見せて、手札に加える。そして山札を切る。
572,クイタラン,MC,120/742,ポケモン/たね,n/a,n/a,n/a,120,炎,水,n/a,2,ほのおのツメ,炎炎,60,n/a
573,レシラムex,MC,126/742,ポケモン/たね,ex,n/a,n/a,230,炎,水,n/a,2,きりさく,●●,50,n/a
573,レシラムex,MC,126/742,ポケモン/たね,ex,n/a,n/a,230,炎,水,n/a,2,ブレイズバースト,炎炎●,130,相手がすでにとったサイドの枚数×50ダメージ追加。このポケモンについているエネルギーを1個選び、トラッシュする。
574,ミジュマル,SV11W,018/086,ポケモン/たね,n/a,n/a,n/a,70,水,雷,n/a,1,たいあたり,水,10,n/a
574,ミジュマル,SV11W,018/086,ポケモン/たね,n/a,n/a,n/a,70,水,雷,n/a,1,みずでっぽう,水水,30,n/a
575,フタチマル,SV11W,019/086,ポケモン/1進化,n/a,n/a,ミジュマル,100,水,雷,n/a,1,エナジーシェル,水,30×,このポケモンについているエネルギーの数×30ダメージ。
576,ダイケンキ,SV11W,020/086,ポケモン/2進化,n/a,n/a,フタチマル,160,水,雷,n/a,2,[特性]げきりゅうのうず,n/a,n/a,自分の番に1回使える。自分のバトルポケモンをベンチポケモンと入れ替える。その後、相手は相手自身のバトルポケモンをベンチポケモンと入れ替える。
576,ダイケンキ,SV11W,020/086,ポケモン/2進化,n/a,n/a,フタチマル,160,水,雷,n/a,2,エナジースラッシュ,水,30,このポケモンについているエネルギーの数×50ダメージ追加。
577,バスラオ,SV11W,021/086,ポケモン/たね,n/a,n/a,n/a,90,水,雷,n/a,1,かみつく,●,10,n/a
577,バスラオ,SV11W,021/086,ポケモン/たね,n/a,n/a,n/a,90,水,雷,n/a,1,むらがるキバ,水,50,相手のバトルポケモンにダメカンがのっていないなら、このワザは失敗。
578,コアルヒー,MC,197/742,ポケモン/たね,n/a,n/a,n/a,70,水,雷,闘,1,しょうか,●,n/a,相手のバトルポケモンについている【炎】エネルギーを1個選び、トラッシュする。
578,コアルヒー,MC,197/742,ポケモン/たね,n/a,n/a,n/a,70,水,雷,闘,1,つばさでうつ,●●,20,n/a
579,スワンナ,MC,198/742,ポケモン/1進化,n/a,n/a,コアルヒー,120,水,雷,闘,1,はばたく,●,30,n/a
579,スワンナ,MC,198/742,ポケモン/1進化,n/a,n/a,コアルヒー,120,水,雷,闘,1,エアスラッシュ,●●●,120,このポケモンについているエネルギーを1個選び、トラッシュする。
580,バニプッチ,MC,199/742,ポケモン/たね,n/a,n/a,n/a,60,水,鋼,n/a,1,たたく,●,10,n/a
580,バニプッチ,MC,199/742,ポケモン/たね,n/a,n/a,n/a,60,水,鋼,n/a,1,アイスエッジ,水●,20,コインを1回投げオモテなら、20ダメージ追加。
581,バニリッチ,MC,200/742,ポケモン/1進化,n/a,n/a,バニプッチ,90,水,鋼,n/a,2,ぶつかる,●●,30,n/a
581,バニリッチ,MC,200/742,ポケモン/1進化,n/a,n/a,バニプッチ,90,水,鋼,n/a,2,れいとうビーム,水●●,50,コインを1回投げオモテなら、相手のバトルポケモンを【マヒ】にする。
582,バイバニラ,MC,201/742,ポケモン/2進化,n/a,n/a,バニリッチ,150,水,鋼,n/a,2,ぶつかる,●●,60,n/a
582,バイバニラ,MC,201/742,ポケモン/2進化,n/a,n/a,バニリッチ,150,水,鋼,n/a,2,ダブルフリーズ,水●●,90×,コインを2回投げ、オモテの数×90ダメージ。1回でもオモテなら、相手のバトルポケモンを【マヒ】にする。
583,ケルディオex,MC,205/742,ポケモン/たね,ex,n/a,n/a,210,水,雷,n/a,2,しっぷうづき,水●,30,この番に、このポケモンがベンチからバトル場に出ていたなら、90ダメージ追加。
583,ケルディオex,MC,205/742,ポケモン/たね,ex,n/a,n/a,210,水,雷,n/a,2,ソニックエッジ,水●●,120,このワザのダメージは、相手のバトルポケモンにかかっている効果を計算しない。
584,シママ,MC,250/742,ポケモン/たね,n/a,n/a,n/a,60,雷,闘,n/a,1,けとばす,●,10,n/a
584,シママ,MC,250/742,ポケモン/たね,n/a,n/a,n/a,60,雷,闘,n/a,1,エレキック,雷●,30,n/a
585,ゼブライカ,MC,252/742,ポケモン/1進化,n/a,n/a,シママ,120,雷,闘,n/a,1,けとばす,●,30,n/a
585,ゼブライカ,MC,252/742,ポケモン/1進化,n/a,n/a,シママ,120,雷,闘,n/a,1,エレキバレット,雷雷●,100,相手のベンチポケモン1匹にも、30ダメージ。［ベンチは弱点・抵抗力を計算しない。］
586,バチュル,SV11W,030/086,ポケモン/たね,n/a,n/a,n/a,40,雷,闘,n/a,1,ふいをつく,雷,30,コインを1回投げウラなら、このワザは失敗。
587,デンチュラ,SV11W,031/086,ポケモン/1進化,n/a,n/a,バチュル,90,雷,闘,n/a,1,ほうでん,雷,50×,このポケモンについている【雷】エネルギーをすべてトラッシュし、その枚数×50ダメージ。
588,マッギョ,SV11W,032/086,ポケモン/たね,n/a,n/a,n/a,110,雷,闘,n/a,2,マッドボルト,●,20,このポケモンに【闘】エネルギーがついているなら、20ダメージ追加。
588,マッギョ,SV11W,032/086,ポケモン/たね,n/a,n/a,n/a,110,雷,闘,n/a,2,はねまわる,雷●,50,n/a
